Name,Isin,YahooTicker,Market,Net_Income_2021,FCF_2021,Op_Margin_2021,ROE_2021,Debt_Equity_2021,PER_2021,ROIC_2021,Net_Margin_2021,EPS_2021,Perf_2021,Price_per_share_2021,Net_Income_2022,FCF_2022,Op_Margin_2022,ROE_2022,Debt_Equity_2022,PER_2022,ROIC_2022,Net_Margin_2022,EPS_2022,Perf_2022,Price_per_share_2022,Net_Income_2023,FCF_2023,Op_Margin_2023,ROE_2023,Debt_Equity_2023,PER_2023,ROIC_2023,Net_Margin_2023,EPS_2023,Perf_2023,Price_per_share_2023,Net_Income_2024,FCF_2024,Op_Margin_2024,ROE_2024,Debt_Equity_2024,PER_2024,ROIC_2024,Net_Margin_2024,EPS_2024,Perf_2024,Price_per_share_2024,Price_per_share_2025
EDISON R,IT0003372205,EDNR.MI,Euronext Milan,413000000.0,-502000000.0,0.04,0.07,0.17,9.88,0.07295790262,0.03518187239,0.087202,0.4368932259,1.0499999999999998,151000000.0,200000000.0,0.02,0.03,0.16,35.88,0.06862589357,0.004982018542,0.031883,0.06098841588,1.1960000000000002,515000000.0,960000000.0,0.07,0.08,0.16,11.59,0.123486829,0.02793447603,0.108739,0.1608777644,1.33625,403000000.0,192000000.0,0.07,0.06,0.16,17.65,0.1000267826,0.0261909404,0.085091,0.2816724228,1.751,2.4025
EDP,PTEDP0AM0009,EDP.LS,Trading After Hours,656717000.0,-1331597000.0,0.07,0.07,1.96,22.88,0.06429643005,0.04383107446,0.17,-0.06445859499,3.9480000000000004,679001000.0,277789000.0,0.08,0.08,2.49,22.76,0.06831148069,0.03288018787,0.17,-0.005563561603,3.993,952348000.0,-3219903000.0,0.14,0.08,1.96,17.14,0.06814901815,0.05877853945,0.23,0.001289706638,4.0607500000000005,800980000.0,-1310606000.0,0.12,0.07,2.04,18.14,0.04629623684,0.05352082974,0.19,-0.2734360404,2.98525,3.8267499999999997
EDP RENOVAVEIS,ES0127797019,EDPR.LS,Trading After Hours,655443000.0,-1560602000.0,0.33,0.07,0.56,28.79,0.08248024142,0.3722980484,0.679996,-0.08564584051,20.46225,616231000.0,-1300835000.0,0.38,0.07,0.81,33.59,0.07851275588,0.2590956411,0.621711,-0.06168468002,19.9665,309014000.0,-3269224000.0,0.26,0.03,0.75,56.97,0.03761214655,0.1375041327,0.305156,-0.09532529687,17.365000000000002,-556174000.0,-3505592000.0,0.2,-0.05,0.99,-24.65,-0.00426986968,-0.2403036903,-0.54,-0.4237584958,9.6725,11.7075
EGIDE,FR0000072373,ALGID.PA,Euronext Growth Paris,201000.0,2205000.0,0.01,0.02,0.86,65.66,0.02104730781,0.01416290868,0.019034,0.2380959353,1.307,-5624000.0,-5695000.0,-0.1,-0.86,2.02,-1.71,-0.2087094565,-0.1661054994,-0.54,-0.6301376273,0.5085000000000001,-3078000.0,30000.0,-0.06,-0.44,1.47,-3.61,-0.1406874317,-0.08383951189,-0.191889,0.3985557949,0.686,-2375000.0,-1853000.0,-0.05,-0.39,1.52,-52.01,-0.1124445695,-0.07914028657,-0.01,-0.3774647676,0.42575,0.55125
EIFFAGE,FR0000130452,FGR.PA,Trading After Hours,753000000.0,1696000000.0,0.09,0.14,2.79,9.71,0.06675576162,0.03920241566,7.65,0.1949936791,75.3235,896000000.0,1929000000.0,0.1,0.15,2.58,8.57,0.07456706048,0.0429036583,9.36,0.04267588451,83.5255,1013000000.0,2456000000.0,0.11,0.16,2.48,8.23,0.08607775601,0.04524543303,10.65,0.07981251549,89.41574999999999,1041000000.0,2774000000.0,0.1,0.15,2.49,8.03,0.08354682119,0.04330102741,11.07,-0.09386703864,81.857,120.2375
EKINOPS,FR0011466069,EKI.PA,Euronext Paris,5168000.0,7455000.0,0.03,0.05,0.34,35.65,0.02343786686,0.04990006469,0.2,0.08403360166,7.470000000000001,12022000.0,2221000.0,0.07,0.11,0.25,15.31,0.05754316571,0.09420375028,0.45,0.07006365867,7.98,3628000.0,5497000.0,0.03,0.03,0.28,55.92,0.02252841746,0.02810289937,0.13,-0.2914147752,5.3625,-6951000.0,10860000.0,0.05,-0.06,0.28,-14.61,-0.02708311123,-0.05907248298,-0.26,-0.3380782732,3.4800000000000004,1.7610000000000001
EL.EN.,IT0005453250,ELN.MI,Euronext Milan,45436387.0,63351819.0,0.1,0.17,0.22,18.58,0.1551076724,0.07951735338,0.57,1.34805993,13.831499999999998,55110995.0,-16309451.0,0.11,0.18,0.26,17.92,0.155282021,0.08181793958,0.69,-0.06332759659,13.541250000000002,48239378.0,-1449186.0,0.13,0.14,0.21,17.94,0.1375459964,0.08374728111,0.603521,-0.2955018037,9.209,51613294.0,73607423.0,0.13,0.13,0.12,15.5,0.1523593249,0.09121446386,0.644241,0.2311862303,11.50925,13.1025
ELEC.STRASBOURG,FR0000031023,ELEC.PA,Euronext Paris,58888000.0,67313000.0,0.11,0.16,0.02,10.9,0.1641251761,0.07039211256,8.21,-0.0155774445,88.72325000000001,54951000.0,69964000.0,0.03,0.13,0.02,10.91,0.1382483272,0.04374097535,7.66,-0.06491461186,83.58349999999999,93364000.0,-50885000.0,0.1,0.2,0.03,6.14,0.2049880988,0.05708841967,13.02,0.03220768484,85.564,150415000.0,111253000.0,0.15,0.26,0.01,4.72,0.262713093,0.1089114574,20.98,0.2713150515,105.32900000000001,176.625
Electrolux,SE0016589188,ELUX-B.ST,Euronext Global Equity Market,4678000000.0,1016000000.0,0.05,0.25,1.01,11.53,0.144980819,0.03723603251,16.31,0.3053127974,200.49025,-1320000000.0,-9664000000.0,-0.01,-0.08,2.52,-30.01,-0.01390032645,-0.009786476868,-4.81,-0.3204477926,142.38,-5227000000.0,-1696000000.0,-0.03,-0.46,3.63,-6.63,-0.04832897842,-0.03887661676,-19.36,-0.2563291275,106.92500000000001,-1394000000.0,-451000000.0,0.01,-0.14,4.49,-18.13,0.01934726171,-0.01023870731,-5.16,-0.1533855464,91.41,61.545
ELECTROMAGNET GEO,NO0010358484,EMGS.OL,Oslo Børs,4922000.0,20900000.0,0.32,-1.96,-12.36,38.95,0.3765965492,0.170464778,0.04,-0.08307686524,1.2635,11192000.0,14608000.0,0.37,1.29,2.87,19.81,0.3828818434,0.3199634066,0.09,0.2418605004,1.6480000000000001,-8178000.0,4006000.0,-0.76,-13.56,36.35,-42.95,-0.256141194,-1.023785679,-0.06,0.5196662651,2.16875,2820000.0,4079000.0,0.23,0.82,6.48,116.35,0.232002949,0.1140453755,0.02,-0.1598361048,1.9957500000000001,0.26925
ELIA GROUP,BE0003822393,ELI.BR,Trading After Hours,295200000.0,2733000000.0,0.15,0.06,1.74,23.85,0.03344890485,0.1157057187,3.80828,0.2032615715,106.831,361000000.0,-140000000.0,0.09,0.07,1.61,28.03,0.03561108371,0.0998340708,4.5472,0.1515759428,127.33349999999999,355400000.0,-3823200000.0,0.12,0.07,1.97,25.65,0.03446484158,0.09248946026,4.17774,-0.1430335825,107.10575,450500000.0,-3731700000.0,0.14,0.08,2.67,17.15,0.03330154775,0.1195911866,5.42822,-0.3237586658,76.203,104.025
ELICA,IT0003404214,ELC.MI,Euronext Milan,12119000.0,28969000.0,0.06,0.1,1.15,15.81,0.08011906665,0.02238898342,0.1914,0.179611625,3.2512499999999998,16608000.0,19483000.0,0.06,0.13,0.84,10.13,0.08699863396,0.03027485809,0.2635,-0.1734079727,2.5825,9775000.0,10535000.0,0.05,0.07,0.66,15.16,0.06849030421,0.02065705277,0.1571,-0.2234956575,2.09375,7868000.0,7987000.0,0.02,0.06,0.73,13.47,0.04808006203,0.01740353733,0.1334,-0.2564009647,1.6767499999999997,1.65875
ELIS,FR0012435121,ELIS.PA,Euronext Paris,114300000.0,387700000.0,0.09,0.04,1.25,26.97,0.02799085731,0.03749630942,0.51,0.1734771994,13.4305,202600000.0,391400000.0,0.11,0.06,1.23,14.76,0.04119620889,0.05302415661,0.85,-0.07161228278,12.73575,261900000.0,501700000.0,0.13,0.08,1.22,15.39,0.05058012942,0.06077412169,1.06,0.3943434751,18.02275,337800000.0,564700000.0,0.13,0.09,1.19,14.88,0.06236914188,0.07385705228,1.35,0.02923131258,18.608249999999998,23.84
Elisa Oyj,FI0009007884,ELISA.HE,Euronext Global Equity Market,343600000.0,336900000.0,0.21,0.29,1.11,19.83,0.1451884894,0.1719805796,2.15,0.2354082232,44.93625,374100000.0,320900000.0,0.22,0.3,1.09,19.11,0.1526580011,0.1756750411,2.33,-0.0574285195,43.319250000000004,375200000.0,343100000.0,0.22,0.29,1.06,18.54,0.1543668365,0.172070626,2.34,-0.1259021389,37.411500000000004,358400000.0,344200000.0,0.22,0.28,1.22,17.96,0.1406870673,0.1635409537,2.23,0.04484363795,39.80825,37.379999999999995
ELKEM,NO0010816093,ELK.OL,Oslo Børs,4628000000.0,1647000000.0,0.17,0.23,0.63,3.27,0.1549996682,0.1398905782,7.44,0.06019947899,22.00325,9561000000.0,5101000000.0,0.23,0.33,0.43,1.89,0.2450408985,0.212381714,15.04,0.2467227357,29.210499999999996,72000000.0,-2219000000.0,0.14,0.0,0.67,223.06,0.06463894968,0.003406993801,0.11,-0.2915178172,19.235,488000000.0,-1368000000.0,0.1,0.02,0.5,25.78,0.04494338149,0.02740187546,0.77,-0.1445311823,17.5755,28.255000000000003
ELLIPTIC LABORATOR,NO0010722283,ELABS.OL,Oslo Børs,-11214000.0,-28432000.0,-0.2,-0.03,0.05,-170.71,-0.02856067055,-0.2053921389,-0.11,1.126436751,25.4875,-32999000.0,-40668000.0,-0.81,-0.1,0.04,-61.58,-0.09523260253,-0.633840421,-0.31,-0.1952554911,19.9025,-38114000.0,-63713000.0,-0.82,-0.12,0.08,-42.98,-0.1173328081,-0.5578665418,-0.37,-0.2375838647,16.939999999999998,8960000.0,-41109000.0,0.0,0.03,0.06,163.52,0.03033302697,0.06792304077,0.08,-0.387850524,10.170000000000002,6.657500000000001
ELMERA GROUP,NO0010815673,ELMRA.OL,Oslo Børs,257029000.0,293326000.0,0.03,0.15,0.54,16.64,0.124524526,0.0170495133,2.22,-0.402173497,29.4515,73847000.0,-414444000.0,0.01,0.06,1.29,27.21,0.05951306863,0.002893519562,0.66,-0.6106631878,14.50325,192288000.0,965646000.0,0.02,0.14,0.71,9.85,0.1412601905,0.01016289231,1.74,1.017907023,24.055500000000002,353945000.0,-71029000.0,0.04,0.24,0.69,9.39,0.2006342114,0.02894191934,3.19,0.4287612546,35.6685,37.0
EMAK,IT0001237053,EM.MI,Euronext Milan,32508000.0,12515000.0,0.09,0.13,0.84,6.97,0.08258430379,0.0552576156,0.199,0.9978837169,1.7785,30268000.0,-7683000.0,0.08,0.11,0.93,6.31,0.07124689815,0.04997003581,0.185,-0.424308628,1.039,19075000.0,34269000.0,0.07,0.07,0.94,8.34,0.06206575406,0.03368254882,0.117,-0.01650277853,0.95375,5755000.0,8517000.0,0.05,0.02,1.0,27.9,0.03199983722,0.009561166545,0.035,-0.1438729149,0.89275,0.915
EMOVA GROUP,FR0013356755,ALEMV.PA,Euronext Growth Paris,122000.0,3674000.0,0.06,0.0,0.49,157.68,0.01425102952,0.004101116041,0.01,0.2616822034,1.4537499999999999,798000.0,871000.0,0.09,0.02,0.7,14.48,0.03846643545,0.0247273178,0.09,-0.3748148393,0.9215,-3448000.0,2618000.0,-0.02,-0.11,0.72,-2.92,-0.0159210056,-0.1147344603,-0.38,0.2833333355,1.1,-10325000.0,3667000.0,0.07,-0.48,1.01,-0.89,-0.2352002493,-0.3685130987,-1.1,-0.2380952234,0.865,0.5662499999999999
EMS-CHEMIE,CH0016440353,EMSN.SW,Euronext Global Equity Market,550320000.0,438388000.0,0.28,0.31,0.01,34.07,0.3071451591,0.2441692999,23.53,0.1975043249,892.34175,532100000.0,271927000.0,0.25,0.29,0.01,30.59,0.2949175739,0.217903288,22.75,-0.3707205241,586.2462499999999,457578000.0,527079000.0,0.23,0.26,0.02,32.48,0.2619420706,0.2090383272,19.56,0.09704958179,644.60325,460788000.0,447514000.0,0.26,0.25,0.0,33.38,0.2545468968,0.2225203403,19.7,-0.05988139515,601.99425,548.625
ENAGAS,ES0130960018,ENG.MC,Trading After Hours,403826000.0,510080000.0,0.59,0.13,1.7,8.61,0.05782891473,0.4138893046,1.5443,0.2402059717,14.45075,375774000.0,635245000.0,0.35,0.12,1.38,9.94,0.05825136978,0.3926172814,1.4379,-0.1623438345,12.519499999999999,342528000.0,411872000.0,0.34,0.11,1.28,10.65,0.0644822888,0.3774122106,1.3112,0.06035125348,13.722249999999999,-299309000.0,357100000.0,0.32,-0.13,1.39,-11.2,-0.03466891612,-0.3305287639,-1.1467,-0.1487366737,11.790000000000001,13.39475
ENAV,IT0005176406,ENAV.MI,Euronext Milan,78371693.0,-242779000.0,0.16,0.07,0.57,22.2,0.0456316067,0.09793708919,0.14,0.09227349617,3.085,105004115.0,139132000.0,0.2,0.09,0.5,17.35,0.06199857215,0.115724355,0.19,0.01134822051,3.3489999999999998,112921182.0,100139000.0,0.21,0.09,0.43,15.17,0.0741038563,0.1171371658,0.208684,-0.08107062983,2.9895000000000005,125828827.0,158837000.0,0.22,0.1,0.48,14.82,0.07919745711,0.1258600631,0.23243,0.2717257184,3.86425,4.6355
ENCRES DUBUIT,FR0004030708,ALDUB.PA,Euronext Growth Paris,905000.0,-87000.0,0.05,0.04,0.1,12.64,0.03723709999,0.04375574143,0.288,-0.05025124592,3.47325,-171000.0,-801000.0,0.0,-0.01,0.08,-57.62,0.008191747573,-0.007525414778,-0.06,-0.06735752878,3.31525,-2234000.0,-1271000.0,-0.12,-0.11,0.06,-4.87,-0.1057296697,-0.1120585875,-0.73,-0.0830997206,3.245,-1192000.0,-1179000.0,-0.12,-0.06,0.06,-6.96,-0.05781312362,-0.05904790212,-0.39,-0.1296296528,2.79,2.435
ENDESA,ES0130670112,ELE.MC,Euronext Global Equity Market,1435000000.0,539000000.0,0.11,0.27,1.93,11.53,0.1053490976,0.06992495858,1.36,-0.01623054201,15.505500000000001,2541000000.0,-460000000.0,0.18,0.46,3.33,6.21,0.1196249971,0.07808850645,2.4,-0.08186295732,14.693249999999999,742000000.0,2413000000.0,0.2,0.11,1.96,23.85,0.05601263042,0.02960421321,0.7,0.1420118086,17.41675,1888000000.0,1721000000.0,0.2,0.23,1.29,9.74,0.1249800698,0.09021837817,1.78,0.1511546049,19.625500000000002,30.84
ENDÚR,NO0012555459,ENDUR.OL,Oslo Børs,-51800000.0,-149400000.0,0.0,-0.06,1.1,-18.9,-0.006318021899,-0.02578397213,-2.5,-0.4210083905,34.3,9100000.0,220000000.0,0.04,0.01,1.01,87.56,0.04038805779,0.003624775941,0.33,-0.008907976017,33.643750000000004,-27000000.0,92000000.0,0.04,-0.02,0.85,-46.83,0.01574942363,-0.01364877161,-0.84,0.1726585845,38.275,43400000.0,435300000.0,0.05,0.04,0.8,45.56,0.05956638013,0.01557006529,1.160947,0.7840616659,68.5,84.85
ENEL,IT0003128367,ENEL.MI,Trading After Hours,3189000000.0,-2286000000.0,-0.09,0.11,2.39,19.04,0.05496798665,0.04664190019,0.31,-0.1301821354,5.26475,1682000000.0,-4593000000.0,-0.23,0.06,3.07,29.35,0.05896134978,0.01638322327,0.15,-0.2527260591,4.1905,3438000000.0,1852000000.0,0.07,0.11,2.32,15.99,0.06676836285,0.0416732324,0.32,0.3932283325,5.86725,7016000000.0,3057000000.0,0.15,0.21,2.09,9.04,0.1049788836,0.09930784583,0.67,0.09552623602,6.473,8.784749999999999
ENENSYS,FR0013330792,ALNN6.PA,Euronext Growth Paris,778000.0,968000.0,0.04,-0.2,-3.5,104.9,0.07599118943,0.06223004319,0.01,0.4457144308,1.21525,3236000.0,1017000.0,-0.09,3.33,8.8,2.3,0.3829383886,0.2539832038,0.41,-0.5234899375,0.69675,-354000.0,273000.0,0.0,-0.52,12.48,-17.88,-0.02743902439,-0.02919346858,-0.05,-0.03133905851,0.6462500000000001,1502000.0,996000.0,0.09,0.8,4.18,1.79,0.2337885499,0.09982056224,0.38,0.523668681,0.7705,1.0282499999999999
ENERVIT,IT0004356751,ENV.MI,Euronext Milan,3550241.0,9017928.0,0.07,0.13,0.78,15.0,0.08817173727,0.05484004369,0.2,0.1394658687,3.1812500000000004,4164907.0,4374083.0,0.07,0.14,0.57,12.65,0.1040555542,0.0543747372,0.234,-0.1007104477,2.8377499999999998,4004185.0,262734.0,0.07,0.13,0.41,12.54,0.107712392,0.04689129142,0.225,0.03266403621,2.91025,4124228.0,3879049.0,0.06,0.13,0.28,12.94,0.1190814488,0.04264039855,0.231698,0.06834328878,3.1334999999999997,3.8049999999999997
ENGIE,FR0010208488,ENGI.PA,Trading After Hours,3661000000.0,1323000000.0,0.11,0.1,1.11,5.9,0.06278784326,0.06326685791,1.46,0.05902427793,9.21175,216000000.0,2207000000.0,0.05,0.01,1.19,157.09,-0.001341358206,0.002301201739,0.06,0.09185138997,10.5465,2208000000.0,5789000000.0,0.14,0.07,1.57,13.68,0.06383330479,0.02674224257,0.87,0.2915971869,13.5495,4106000000.0,3759000000.0,0.13,0.12,1.51,8.23,0.08481748839,0.0556278112,1.65,0.05236932406,13.93375,21.8225
ENI,IT0003132476,ENI.MI,Euronext Milan,5821000000.0,7625000000.0,0.14,0.13,0.75,4.86,0.1134872566,0.07601697682,1.6,0.5416439187,9.291,13887000000.0,9401000000.0,0.15,0.25,0.58,2.54,0.2461623982,0.104798056,3.95,0.1443709558,10.84075,4771000000.0,5904000000.0,0.1,0.09,0.64,8.45,0.1699142755,0.05090858649,1.4,0.1959791984,13.163,2624000000.0,4602000000.0,0.07,0.05,0.7,16.49,0.142708218,0.02955054788,0.78,-0.09942999764,12.208,16.017500000000002
ENTECH,FR0014004362,ALESE.PA,Euronext Growth Paris,-498086.0,-4406885.0,-0.15,-0.18,3.74,-194.31,-0.06571429369,-0.05282904799,-0.035532,0.01156068249,6.99,-277613.0,-8019699.0,-0.03,-0.01,0.39,-385.95,-0.004797303525,-0.01333895311,-0.0197,0.3606322148,9.27,-740742.0,-5739846.0,-0.04,-0.03,0.22,-171.67,-0.02093845495,-0.02157891738,-0.0509,-0.04559918253,8.87,-2921600.0,-11456819.0,-0.06,-0.11,0.65,-34.8,-0.06014451604,-0.06425661827,-0.2007,-0.3847736775,5.79,8.055
ENVIPCO,NL0015000GX8,ENVI.AS,Euronext Amsterdam,586000.0,-3771000.0,-0.03,0.02,0.26,203.87,0.03732463599,0.01524295079,0.01,1.698276038,3.0875000000000004,-4182000.0,-10169000.0,-0.08,-0.15,0.59,-29.61,-0.05907745437,-0.07418445,-0.09,-0.02848106017,2.9675000000000002,603000.0,-4972000.0,0.02,0.01,0.47,273.77,0.0233807804,0.006882775939,0.01,0.0645161464,3.3049999999999997,-2967000.0,-12886000.0,0.03,-0.05,0.51,-101.64,0.02114992185,-0.02602311997,-0.05,0.6820987016,5.4375,5.1899999999999995
EQUINOR,NO0010096985,EQNR.OL,Oslo Børs,8563000000.0,20776000000.0,0.37,0.22,0.93,54.5,0.3384714104,0.09649103038,2.63,0.6653702762,180.49349999999998,28746000000.0,26378000000.0,0.52,0.53,0.6,28.68,0.7231324556,0.1929209954,9.03,0.56090146,284.7285,11885000000.0,14126000000.0,0.33,0.25,0.66,66.06,0.381335054,0.1112327793,3.93,-0.0551557447,269.12375,8806000000.0,7933000000.0,0.3,0.21,0.71,79.98,0.3486623529,0.08591051882,3.11,-0.08639586059,239.63675,233.375
EQUITA GROUP,IT0005312027,EQUI.MI,Euronext Milan,21511592.0,37128413.0,0.34,0.22,1.69,4.77,0.09218271734,0.2157881302,0.465978,0.6692997173,2.6712499999999997,15247383.0,-20329579.0,0.3,0.15,2.0,8.32,0.06444157454,0.1574156552,0.32,0.04740891864,2.8350000000000004,16059033.0,26255857.0,0.32,0.15,1.85,9.0,0.08134457293,0.1620553165,0.333329,0.1069300616,3.0785,14041641.0,-32830564.0,0.31,0.13,1.61,12.35,0.08291195651,0.1547262059,0.280874,0.2159550309,3.8077500000000004,5.9475
ERAMET,FR0000131757,ERA.PA,Trading After Hours,298000000.0,643000000.0,0.21,0.29,2.09,5.46,0.2927484134,0.08032345013,10.37,0.5939299124,65.7515,740000000.0,403000000.0,0.25,0.42,1.13,3.62,0.2747426902,0.1450411603,25.49,0.1474627943,75.81325,109000000.0,-748000000.0,0.01,0.07,1.39,20.55,0.05108173077,0.03352814519,3.79,-0.1059984587,68.6375,14000000.0,-727000000.0,0.02,0.01,1.54,140.81,0.04489142539,0.00477326969,0.5,-0.2365910401,50.679,52.3125
ERG,IT0001157020,ERG.MI,Trading After Hours,172897000.0,-49837000.0,0.33,0.11,2.26,18.98,0.02289115763,0.2874870304,1.16,0.2087370453,24.191750000000003,378939000.0,349669000.0,0.37,0.19,1.12,10.31,0.04106980392,0.5308465915,2.534,0.04450252588,25.80425,178668000.0,576750000.0,0.4,0.08,1.1,15.78,0.05853678248,0.2411369342,1.48606,0.0239381696,25.543750000000003,187087000.0,250243000.0,0.34,0.09,1.44,18.58,0.04977029287,0.2534834378,1.199009,-0.2712480121,18.80425,21.830000000000002
ERICSSON - CLASS B,SE0000108656,ERIC-B.ST,Trading After Hours,22694000000.0,34440000000.0,0.13,0.21,0.38,13.0,0.1702130959,0.09768675155,6.81,0.02154772371,83.18525,18724000000.0,24666000000.0,0.1,0.14,0.31,12.24,0.1222553278,0.06895332651,5.62,-0.3733092873,55.10425,-26446000000.0,1707000000.0,0.05,-0.27,0.55,-6.42,-0.1033487695,-0.100421111,-7.94,0.06067093455,57.116,20000000.0,42621000000.0,0.03,0.0,0.48,6627.23,0.03481768373,8.068420203e-05,0.01,0.4686469498,87.0985,90.21000000000001
ESAUTOMOTION,IT0005337107,ESAU.MI,Euronext Growth Milan,5043000.0,2743000.0,0.23,0.23,0.02,8.41,0.2303655364,0.1762793624,0.3849,0.7935459083,4.3155,5099000.0,1495000.0,0.21,0.2,0.01,10.94,0.1981897992,0.1495702678,0.3891,-0.09814677639,4.005999999999999,4326000.0,-6807000.0,0.18,0.15,0.04,13.11,0.1430081406,0.121308993,0.335299,0.04791261264,4.33225,923000.0,1545000.0,0.07,0.03,0.05,53.21,0.02908849363,0.03397504325,0.067339,-0.4254559747,2.6225,3.0650000000000004
ESPRINET,IT0003850929,PRT.MI,Euronext Milan,44183000.0,15813000.0,0.01,0.11,0.71,11.81,0.0876485074,0.009418780472,0.88,0.2369597964,10.29475,47346000.0,-263837000.0,0.02,0.12,0.65,7.35,0.09250575847,0.01010767343,0.95,-0.46496273,5.8774999999999995,-11875000.0,154554000.0,0.01,-0.03,0.68,-23.22,0.0226502796,-0.002979803581,-0.24,-0.1507599057,4.941,21521000.0,-3203000.0,0.01,0.06,0.67,11.09,0.06470371353,0.005196348624,0.43,-0.2029493325,4.103249999999999,6.057500000000001
ESSILORLUXOTTICA,FR0000121667,EL.PA,Trading After Hours,1448000000.0,3515000000.0,0.12,0.04,0.37,43.15,0.03781877061,0.07305751766,3.25,0.4656398207,168.05675,2152000000.0,3211000000.0,0.13,0.06,0.33,30.37,0.05160316196,0.087858251,4.83,-0.08061347513,159.87725,2289000000.0,3330000000.0,0.13,0.06,0.3,31.88,0.05538986459,0.09013585351,5.08,0.08176646566,172.55949999999999,2359000000.0,3352000000.0,0.13,0.06,0.33,39.23,0.05370905869,0.08899200241,5.13,0.3534381338,228.2215,292.05
Essity,SE0009922164,ESSITY-B.ST,Euronext Global Equity Market,8620000000.0,9446000000.0,0.1,0.14,0.95,20.09,0.07534807651,0.08495456606,12.27,0.1313259224,258.27025000000003,5567000000.0,7458000000.0,0.07,0.08,0.99,28.78,0.04750709094,0.04239262869,7.93,-0.04285972702,249.87775,9554000000.0,14718000000.0,0.11,0.13,0.79,18.67,0.09356226547,0.06492826901,13.6,-0.06950000619,238.26425,20888000000.0,9405000000.0,0.13,0.24,0.5,9.09,0.1072462306,0.1435147651,29.83,0.2139962057,290.14825,262.54999999999995
ESTORIL SOL N,PTESO0AM0000,ESON.LS,Euronext Lisbon,11162223.0,18026111.0,0.28,0.13,0.1,6.44,0.2004832956,0.1383632309,0.94,0.02777780301,5.140000000000001,32848885.0,56302360.0,0.34,0.27,0.0,2.02,0.3550871211,0.2448305425,2.75,0.08108106436,5.8445,5653829.0,-4589960.0,0.2,0.04,0.0,15.12,0.1875706699,0.04667653282,0.47,0.1833332802,6.93825,-12061366.0,1856879.0,0.13,-0.11,0.01,-6.18,0.03602229373,-0.1046978281,-1.01,-0.3504266293,4.83,3.495
EUKEDOS,IT0004818297,EUK.MI,Euronext Milan,570000.0,5308000.0,0.1,0.02,3.78,58.45,0.07193605684,0.01261648111,0.0251,0.6026785263,1.80625,443000.0,1028000.0,0.08,0.02,3.79,71.76,0.07019351276,0.009417116619,0.0195,-0.269794737,1.2725,556000.0,3588000.0,0.11,0.02,3.54,45.12,0.08071762553,0.01124368049,0.0244,-0.2265560596,0.9349999999999999,-524000.0,-13138000.0,0.1,-0.02,3.32,-36.04,0.05871197925,-0.0101369651,-0.0231,-0.1455696302,0.8025,0.7037500000000001
EURAZEO,FR0000121121,RF.PA,Trading After Hours,1569594000.0,56671000.0,0.36,0.25,0.7,2.89,0.2153766029,0.2552522382,21.75,0.3803982367,64.49549999999999,594652000.0,-190568000.0,0.2,0.09,0.85,7.06,0.0686763306,0.1073761856,8.22,-0.2025170473,52.89574999999999,1824317000.0,-24180000.0,0.22,0.23,0.12,2.29,0.2127565636,5.307876055,24.781071,0.2664274152,66.41199999999999,-429786000.0,50696000.0,-0.91,-0.06,0.2,-11.93,-0.02944406672,-1.12126082,-5.95,0.04011148762,67.13425000000001,53.762499999999996
EUROBIO-SCIENTIFIC,FR0013240934,ALERS.PA,Euronext Growth Paris,60544000.0,64069000.0,0.38,0.38,0.1,3.49,0.3549640314,0.327775131,5.57,0.5742689752,24.495,24937000.0,40239000.0,0.2,0.14,0.66,8.9,0.09229047696,0.1634066589,2.2,-0.2108526662,19.877499999999998,4835000.0,22713000.0,0.08,0.03,0.58,37.59,0.02905083468,0.03719144943,0.43,-0.2154433058,15.85,3998000.0,13447000.0,0.06,0.02,0.19,50.39,0.03202931672,0.02586664251,0.39,0.535888028,25.4375,24.35
EUROFINS SCIENT,FR0014000MR3,ERF.PA,EuroTLX,782600000.0,1005000000.0,0.19,0.17,0.59,23.29,0.1243516263,0.1164982062,3.9,0.5170002614,102.3855,610200000.0,476100000.0,0.12,0.13,0.7,24.29,0.0907408971,0.09091044532,3.07,-0.3633715486,62.984249999999996,310200000.0,467800000.0,0.08,0.06,0.77,36.3,0.04770123163,0.04761612378,1.57,-0.09102689294,56.477500000000006,406400000.0,790500000.0,0.1,0.08,0.68,25.03,0.06182821031,0.05846640771,2.09,-0.1646912611,47.5,59.225
EURONEXT,NL0006294274,ENX.PA,Euronext Lisbon,413344000.0,476116000.0,0.45,0.11,0.86,18.62,0.06735362693,0.3206814823,4.29,0.09946447505,79.74725,437827000.0,516969000.0,0.44,0.11,0.79,16.87,0.06869582584,0.3096676406,4.1,-0.2043303421,64.347,513567000.0,723037000.0,0.42,0.13,0.79,13.49,0.08060749319,0.3485269447,4.83,0.1558660445,74.62725,585571000.0,621357000.0,0.48,0.14,0.73,15.91,0.08874119943,0.3603762229,5.63,0.4268908149,105.231,126.82499999999999
